,Open,High,Low,Close,Adj Close,Volume
2021-02-13,3015.4166666666665,3041.75,2975.0016276041665,2999.4833984375,2999.155517578125,39884.0
2021-02-14,3020.333333333333,3033.5,3000.000813802083,3012.24169921875,3011.912353515625,20040.0
2021-02-15,3025.25,3025.25,3025.0,3025.0,3024.669189453125,196.0
2021-02-16,3050.0,3099.99755859375,3037.5,3074.445068359375,3074.109375,83464.0
2021-02-17,3054.75,3054.75,2996.74755859375,3021.577392578125,3021.2470703125,6628.0
2021-02-18,3029.9150390625,3029.9150390625,2975.00244140625,3017.5625,3017.23291015625,6000.0
2021-02-19,3067.5,3082.5,3025.00244140625,3052.112548828125,3051.778564453125,12732.0
2021-02-20,3077.49169921875,3096.9166666666665,3008.3349609375,3030.597493489583,3030.2660319010415,14358.666666666666
2021-02-21,3087.4833984375,3111.333333333333,2991.66748046875,3009.0824381510415,3008.753499348958,15985.333333333332
2021-02-22,3097.47509765625,3125.75,2975.0,2987.5673828125,2987.240966796875,17612.0
2021-02-23,2950.0,2950.0,2775.0,2904.072509765625,2903.75537109375,25756.0
2021-02-24,2905.0,2953.0,2825.0,2948.4951171875,2948.172607421875,7504.0
2021-02-25,2963.235107421875,2963.235107421875,2765.00244140625,2794.4326171875,2794.127197265625,60672.0
2021-02-26,2847.5,2895.0,2806.25,2881.945068359375,2881.630126953125,23628.0
2021-02-27,2855.0,2886.6666666666665,2805.833333333333,2871.568359375,2871.254475911458,36604.0
2021-02-28,2862.5,2878.333333333333,2805.4166666666665,2861.191650390625,2860.8788248697915,49580.0
2021-03-01,2870.0,2870.0,2805.0,2850.81494140625,2850.503173828125,62556.0
2021-03-02,2850.8125,2853.75,2772.5,2776.532470703125,2776.228759765625,7944.0
2021-03-03,2785.0,2789.8974609375,2675.0048828125,2684.8974609375,2684.603515625,11172.0
2021-03-04,2675.0,2684.74755859375,2562.5,2609.8173828125,2609.5322265625,21608.0
2021-03-05,2625.0,2660.0,2500.0,2650.1298828125,2649.84033203125,40224.0
2021-03-06,2635.0,2658.333333333333,2498.333333333333,2600.80078125,2600.516438802083,43061.33333333333
2021-03-07,2645.0,2656.6666666666665,2496.6666666666665,2551.4716796875,2551.1925455729165,45898.666666666664
2021-03-08,2655.0,2655.0,2495.0,2502.142578125,2501.86865234375,48736.0
2021-03-09,2578.0,2669.75,2572.5,2651.010009765625,2650.7626953125,11216.0
2021-03-10,2667.75,2720.0,2612.50244140625,2625.0,2624.7548828125,15880.0
2021-03-11,2675.0,2693.0,2672.887451171875,2681.5048828125,2681.254638671875,23772.0
2021-03-12,2650.0,2674.99755859375,2632.5,2674.99755859375,2674.748046875,3244.0
2021-03-13,2675.0,2702.49755859375,2652.5,2691.8731689453125,2691.6220703125,5502.0
2021-03-14,2700.0,2729.99755859375,2672.5,2708.748779296875,2708.49609375,7760.0
2021-03-15,2725.0,2757.49755859375,2692.5,2725.6243896484375,2725.3701171875,10018.0
2021-03-16,2750.0,2784.99755859375,2712.5,2742.5,2742.244140625,12276.0
2021-03-17,2700.0,2737.5,2697.5,2722.672607421875,2722.41845703125,5360.0
2021-03-18,2700.0,2703.64501953125,2613.75,2613.820068359375,2613.576416015625,11956.0
2021-03-19,2587.5,2637.50244140625,2587.5,2622.590087890625,2622.34521484375,2416.0
2021-03-20,2633.333333333333,2675.0016276041665,2632.175862630208,2656.72509765625,2656.47705078125,3662.6666666666665
2021-03-21,2679.1666666666665,2712.500813802083,2676.8517252604165,2690.860107421875,2690.60888671875,4909.333333333333
2021-03-22,2725.0,2750.0,2721.527587890625,2724.9951171875,2724.74072265625,6156.0
2021-03-23,2724.99755859375,2758.75,2714.0,2714.9375,2714.68408203125,6740.0
2021-03-24,2700.75,2700.75,2660.0,2665.534912109375,2665.2861328125,6816.0
2021-03-25,2632.125,2634.607421875,2546.0,2599.9775390625,2599.73486328125,5224.0
2021-03-26,2575.842529296875,2617.5,2553.75,2617.5,2617.255859375,2900.0
2021-03-27,2608.89501953125,2639.5,2577.500813802083,2635.833333333333,2635.587483723958,3182.6666666666665
2021-03-28,2641.947509765625,2661.5,2601.2516276041665,2654.1666666666665,2653.9191080729165,3465.333333333333
2021-03-29,2675.0,2683.5,2625.00244140625,2672.5,2672.250732421875,3748.0
2021-03-30,2622.5,2672.5,2622.5,2650.72998046875,2650.482666015625,26100.0
2021-03-31,2679.74755859375,2752.5,2679.74755859375,2734.9326171875,2734.677490234375,3444.0
2021-04-01,2698.7980468749997,2772.0,2698.7980468749997,2755.564599609375,2755.30751953125,3697.6
2021-04-02,2717.84853515625,2791.5,2717.84853515625,2776.19658203125,2775.937548828125,3951.2
2021-04-03,2736.8990234374996,2811.0,2736.8990234374996,2796.828564453125,2796.567578125,4204.799999999999
2021-04-04,2755.94951171875,2830.5,2755.94951171875,2817.4605468749996,2817.1976074218746,4458.4
2021-04-05,2775.0,2850.0,2775.0,2838.092529296875,2837.82763671875,4712.0
2021-04-06,2838.092529296875,2838.092529296875,2801.25,2811.969970703125,2811.70751953125,5332.0
2021-04-07,2807.5,2880.0,2807.5,2855.0,2854.733642578125,12440.0
2021-04-08,2895.0,2905.0,2867.39990234375,2872.46240234375,2872.194580078125,5528.0
2021-04-09,2899.5,2900.0,2850.25244140625,2900.0,2899.729248046875,3296.0
2021-04-10,2890.33251953125,2963.1666666666665,2849.668294270833,2953.3199869791665,2953.0441080729165,53416.0
2021-04-11,2881.1650390625,3026.333333333333,2849.0841471354165,3006.639973958333,3006.358968098958,103536.0
2021-04-12,2871.99755859375,3089.5,2848.5,3059.9599609375,3059.673828125,153656.0
2021-04-13,3075.0,3151.75,3059.965087890625,3151.66748046875,3151.373046875,79940.0
2021-04-14,3130.00244140625,3151.5,3055.757568359375,3073.077392578125,3072.790771484375,140528.0
2021-04-15,3150.0,3227.5,3146.25,3224.9951171875,3224.69384765625,136908.0
2021-04-16,3225.0,3225.0,3164.25,3165.53759765625,3165.2421875,84128.0
2021-04-17,3191.665852864583,3191.6666666666665,3117.833333333333,3123.896728515625,3123.6052246093745,66493.33333333333
2021-04-18,3158.3317057291665,3158.333333333333,3071.4166666666665,3082.255859375,3081.96826171875,48858.666666666664
2021-04-19,3124.99755859375,3125.0,3025.0,3040.614990234375,3040.331298828125,31224.0
2021-04-20,3040.5,3074.75,2975.0,3017.824951171875,3017.54345703125,69100.0
2021-04-21,3037.5,3051.25,3015.0,3042.49755859375,3042.2138671875,4464.0
2021-04-22,3034.0,3042.0,2950.0,2953.4423828125,2953.16650390625,10716.0
2021-04-23,2953.50244140625,3026.25,2953.50244140625,3020.800048828125,3020.518310546875,9360.0
2021-04-24,2977.734944661458,3041.0,2977.734944661458,3036.228352864583,3035.945068359375,8486.666666666666
2021-04-25,3001.9674479166665,3055.75,3001.9674479166665,3051.6566569010415,3051.371826171875,7613.333333333333
2021-04-26,3026.199951171875,3070.5,3026.199951171875,3067.0849609375,3066.798583984375,6740.0
2021-04-27,3080.25,3125.0,3071.5224609375,3087.85009765625,3087.56201171875,7196.0
2021-04-28,3075.0,3075.0,3042.5,3054.0,3053.71484375,3160.0
2021-04-29,3078.56005859375,3080.0,3025.010009765625,3063.467529296875,3063.181396484375,2596.0
2021-04-30,3047.5,3067.5,3042.5,3042.7548828125,3042.47119140625,2500.0
2021-05-01,3058.6666666666665,3072.0,3024.16748046875,3024.33740234375,3024.0553385416665,3329.333333333333
2021-05-02,3069.833333333333,3076.5,3005.8349609375,3005.919921875,3005.639485677083,4158.666666666666
2021-05-03,3081.0,3081.0,2987.50244140625,2987.50244140625,2987.2236328125,4988.0
2021-05-04,3037.66748046875,3037.66748046875,2825.007568359375,2885.39501953125,2885.125732421875,18988.0
2021-05-05,2968.75,2987.49755859375,2927.5,2944.52490234375,2944.249755859375,10980.0
2021-05-06,2926.25,2926.25,2879.75,2913.08740234375,2912.815185546875,2848.0
2021-05-07,2950.0,2970.25,2931.507568359375,2950.112548828125,2949.837158203125,1452.0
2021-05-08,2925.000813802083,2942.25,2903.421712239583,2919.565022786458,2919.29248046875,14845.333333333332
2021-05-09,2900.0016276041665,2914.25,2875.3358561197915,2889.0174967447915,2888.747802734375,28238.666666666664
2021-05-10,2875.00244140625,2886.25,2847.25,2858.469970703125,2858.203125,41632.0
2021-05-11,2788.0,2901.8974609375,2737.50244140625,2843.419921875,2843.154541015625,9484.0
2021-05-12,2847.5,2847.5,2750.027587890625,2752.139892578125,2751.8828125,6728.0
2021-05-13,2763.75,2763.75,2700.0,2735.527587890625,2735.272216796875,4396.0
2021-05-14,2730.58251953125,2842.510009765625,2730.58251953125,2842.510009765625,2842.24462890625,16044.0
2021-05-15,2751.7216796875,2828.3400065104165,2734.9716796875,2824.734212239583,2824.470540364583,14104.0
2021-05-16,2772.86083984375,2814.170003255208,2739.36083984375,2806.9584147135415,2806.6964518229165,12164.0
2021-05-17,2794.0,2800.0,2743.75,2789.1826171875,2788.92236328125,10224.0
2021-05-18,2819.1923828125,2856.24755859375,2788.75,2788.75,2788.48974609375,8020.0
2021-05-19,2729.197509765625,2792.49755859375,2697.5,2792.49755859375,2792.2373046875,2612.0
2021-05-20,2876.25,2916.25,2875.0,2907.5,2907.229248046875,4680.0
2021-05-21,2987.5,3024.405029296875,2973.75,2993.18505859375,2992.90625,8760.0
2021-05-22,3000.0,3059.1866861979165,2990.833333333333,3028.7900390625,3028.507568359375,14453.333333333332
2021-05-23,3012.5,3093.968343098958,3007.9166666666665,3064.39501953125,3064.1088867187495,20146.666666666664
2021-05-24,3025.0,3128.75,3025.0,3100.0,3099.710205078125,25840.0
2021-05-25,3128.75,3128.75,3080.0,3105.4326171875,3105.142822265625,9940.0
2021-05-26,3113.0,3125.827392578125,3102.5,3122.367431640625,3122.076171875,15836.0
2021-05-27,3096.7724609375,3133.25244140625,3084.5,3109.08251953125,3108.79248046875,5300.0
2021-05-28,3074.205078125,3240.14501953125,3074.205078125,3238.985107421875,3238.68310546875,27732.0
2021-05-29,3129.220052083333,3243.430013020833,3129.1325683593745,3238.985921223958,3238.683919270833,18545.333333333332
2021-05-30,3184.2350260416665,3246.7150065104165,3184.0600585937495,3238.986735026041,3238.6847330729165,9358.666666666666
2021-05-31,3239.25,3250.0,3238.987548828125,3238.987548828125,3238.685546875,172.0
2021-06-01,3215.0,3267.49755859375,3167.75,3255.5224609375,3255.21875,13836.0
2021-06-02,3255.0,3362.4951171875,3255.0,3343.219970703125,3342.907958984375,29060.0
2021-06-03,3350.00244140625,3470.6201171875,3350.00244140625,3413.78759765625,3413.468505859375,5816.0
2021-06-04,3446.550048828125,3524.99755859375,3446.550048828125,3511.5224609375,3511.19482421875,4892.0
2021-06-05,3458.533365885416,3520.830891927083,3435.6166992187495,3511.847493489583,3511.519856770833,5117.333333333333
2021-06-06,3470.516682942708,3516.6642252604165,3424.6833496093745,3512.1725260416665,3511.844889322916,5342.666666666666
2021-06-07,3482.5,3512.49755859375,3413.75,3512.49755859375,3512.169921875,5568.0
2021-06-08,3505.669921875,3505.669921875,3416.75,3442.5,3442.178466796875,6316.0
2021-06-09,3417.5,3450.0,3407.5,3425.0048828125,3424.72509765625,4228.0
2021-06-10,3425.0,3445.74755859375,3422.83251953125,3426.762451171875,3426.482421875,1204.0
2021-06-11,3497.0,3576.407470703125,3497.0,3546.392578125,3546.102783203125,87720.0
2021-06-12,3507.2499999999995,3582.601643880208,3507.2499999999995,3561.435872395833,3561.1446940104165,60577.333333333336
2021-06-13,3517.4999999999995,3588.795817057291,3517.4999999999995,3576.4791666666665,3576.186604817708,33434.666666666664
2021-06-14,3527.75,3594.989990234375,3527.75,3591.5224609375,3591.228515625,6292.0
2021-06-15,3594.989990234375,3607.75,3542.677490234375,3543.215087890625,3542.92529296875,3196.0
2021-06-16,3582.0,3648.74755859375,3556.5048828125,3630.320068359375,3630.0234375,18380.0
2021-06-17,3673.75,3851.514892578125,3673.75,3817.875,3817.563232421875,5056.0
2021-06-18,3930.24755859375,3998.75,3850.0,3856.4375,3856.12255859375,132104.0
2021-06-19,3889.123372395833,3934.791666666666,3787.918294270833,3819.865804036458,3819.553792317708,122484.0
2021-06-20,3847.9991861979165,3870.833333333333,3725.836588541666,3783.2941080729165,3782.9850260416665,112864.0
2021-06-21,3806.875,3806.875,3663.7548828125,3746.722412109375,3746.416259765625,103244.0
2021-06-22,3805.0,3899.99755859375,3805.0,3840.672607421875,3840.358642578125,1912.0
2021-06-23,3899.9951171875,3899.9951171875,3836.00244140625,3855.75,3855.43505859375,1068.0
2021-06-24,3874.99755859375,3879.9951171875,3782.2451171875,3814.297607421875,3813.98583984375,10528.0
2021-06-25,3750.0,3799.972412109375,3750.0,3766.202392578125,3765.894775390625,2812.0
2021-06-26,3779.367513020833,3860.81494140625,3779.367513020833,3834.102457682291,3833.7893066406245,6702.666666666666
2021-06-27,3808.7350260416665,3921.657470703125,3808.7350260416665,3902.002522786458,3901.6838378906245,10593.333333333334
2021-06-28,3838.1025390625,3982.5,3838.1025390625,3969.902587890625,3969.578369140625,14484.0
2021-06-29,3952.49755859375,3999.99755859375,3896.027587890625,3980.71240234375,3980.386962890625,3692.0
2021-06-30,3987.5,4002.5,3950.00244140625,4002.5,4002.1728515625,2164.0
2021-07-01,4015.0,4079.6474609375,4004.37744140625,4047.659912109375,4047.329345703125,5324.0
2021-07-02,4047.5,4067.722412109375,4021.22998046875,4045.14501953125,4044.814453125,4524.0
2021-07-03,4060.833333333333,4087.3566080729165,4043.3199869791665,4072.305013020833,4071.9723307291665,3112.0
2021-07-04,4074.1666666666665,4106.990804036458,4065.409993489583,4099.465006510416,4099.130208333333,1700.0
2021-07-05,4087.5,4126.625,4087.5,4126.625,4126.2880859375,288.0
2021-07-06,4110.0,4166.3974609375,4079.625,4145.0,4144.66064453125,17904.0
2021-07-07,4132.5,4145.42236328125,4070.0,4082.044921875,4081.71142578125,5708.0
2021-07-08,3975.5,4047.74755859375,3953.5,3957.0224609375,3956.698974609375,5868.0
2021-07-09,3960.0,3999.99755859375,3944.304931640625,3983.10498046875,3982.779541015625,15620.0
2021-07-10,3994.1666666666665,4036.214192708333,3967.2374674479165,4004.5699869791665,4004.242838541666,10939.999999999998
2021-07-11,4028.333333333333,4072.4308268229165,3990.170003255208,4026.034993489583,4025.706136067708,6259.999999999999
2021-07-12,4062.5,4108.6474609375,4013.1025390625,4047.5,4047.16943359375,1580.0
2021-07-13,4075.0,4093.24755859375,4050.0,4059.217529296875,4058.8857421875,1820.0
2021-07-14,4018.75,4018.75,3927.405029296875,3932.6923828125,3932.37109375,2696.0
2021-07-15,3875.2548828125,3900.302490234375,3754.452392578125,3786.10009765625,3785.791015625,6708.0
2021-07-16,3728.264892578125,3728.264892578125,3605.00244140625,3610.2451171875,3609.94970703125,7244.0
2021-07-17,3688.9249674479165,3752.176595052083,3606.75,3657.030110677083,3656.7309570312495,15160.0
2021-07-18,3649.585042317708,3776.088297526041,3608.49755859375,3703.8151041666665,3703.5122070312495,23076.0
2021-07-19,3610.2451171875,3800.0,3610.2451171875,3750.60009765625,3750.29345703125,30992.0
2021-07-20,3770.0,3782.64990234375,3675.0,3770.449951171875,3770.14208984375,16918.0
2021-07-21,3800.0,3942.679931640625,3800.0,3898.2099609375,3897.891845703125,18394.0
2021-07-22,3933.5,4019.8798828125,3892.0,3930.89990234375,3930.57861328125,3549.0
2021-07-23,3900.0,3935.030029296875,3860.0,3912.0400390625,3911.72021484375,5078.0
2021-07-24,3903.333333333333,3926.686686197916,3839.9999999999995,3893.3566894531245,3893.0384928385415,5141.666666666666
2021-07-25,3906.6666666666665,3918.343343098958,3819.9999999999995,3874.6733398437495,3874.356770833333,5205.333333333333
2021-07-26,3910.0,3910.0,3800.0,3855.989990234375,3855.675048828125,5269.0
2021-07-27,3907.39990234375,3907.39990234375,3750.050048828125,3822.469970703125,3822.15771484375,6406.0
2021-07-28,3800.0,3920.0,3800.0,3888.580078125,3888.26220703125,18956.0
2021-07-29,3880.0,3940.22998046875,3880.0,3904.02001953125,3903.701171875,7206.0
2021-07-30,3880.0,3886.989990234375,3839.330078125,3882.280029296875,3881.962646484375,4895.0
2021-07-31,3883.010009765625,3913.369954427083,3855.376708984375,3895.899983723958,3895.5814615885415,3834.666666666666
2021-08-01,3886.02001953125,3939.7499186197915,3871.42333984375,3909.519938151041,3909.200276692708,2774.333333333333
2021-08-02,3889.030029296875,3966.1298828125,3887.469970703125,3923.139892578125,3922.819091796875,1714.0
2021-08-03,4000.0,4011.0,3839.68994140625,3930.0,3929.6787109375,2675.0
2021-08-04,3963.0,4060.0,3960.010009765625,4052.5,4052.1689453125,20060.0
2021-08-05,4090.0,4124.990234375,4053.989990234375,4100.0,4099.6640625,8661.0
2021-08-06,4116.0,4116.0,4055.10009765625,4095.0,4094.665283203125,10004.0
2021-08-07,4108.773356119791,4115.996744791666,4057.740071614583,4090.296630859375,4089.96240234375,11541.0
2021-08-08,4101.546712239583,4115.993489583333,4060.380045572916,4085.59326171875,4085.259521484375,13077.999999999998
2021-08-09,4094.320068359375,4115.990234375,4063.02001953125,4080.889892578125,4080.556640625,14615.0
2021-08-10,4099.990234375,4114.990234375,3998.0,4007.77001953125,4007.4423828125,3473.0
2021-08-11,4019.989990234375,4019.989990234375,3875.0,3928.969970703125,3928.648681640625,3123.0
2021-08-12,3920.0,3998.989990234375,3920.0,3963.840087890625,3963.516357421875,2329.0
2021-08-13,3962.0,4014.9599609375,3950.010009765625,4004.0400390625,4003.712890625,4550.0
2021-08-14,3983.319986979166,4024.8366699218745,3926.6766764322915,3988.700032552083,3988.374104817708,4697.666666666666
2021-08-15,4004.639973958333,4034.7133789062495,3903.343343098958,3973.360026041666,3973.0353190104165,4845.333333333333
2021-08-16,4025.9599609375,4044.590087890625,3880.010009765625,3958.02001953125,3957.696533203125,4993.0
2021-08-17,3915.0,3942.830078125,3865.0,3891.2099609375,3890.891845703125,2643.0
2021-08-18,3892.030029296875,3914.0,3811.0,3819.320068359375,3819.0078125,44142.0
2021-08-19,3843.02001953125,4120.0,3800.0,3975.239990234375,3974.9150390625,8770.0
2021-08-20,3989.0,4254.990234375,3989.0,4232.06005859375,4231.71337890625,56794.0
2021-08-21,4092.666666666666,4325.993489583333,4082.043294270833,4309.82666015625,4309.473795572916,41545.33333333333
2021-08-22,4196.333333333333,4396.996744791666,4175.086588541666,4387.59326171875,4387.234212239583,26296.666666666664
2021-08-23,4300.0,4468.0,4268.1298828125,4465.35986328125,4464.99462890625,11048.0
2021-08-24,4461.08984375,4463.97998046875,4360.009765625,4414.990234375,4414.62939453125,9118.0
2021-08-25,4470.0,4569.990234375,4470.0,4503.0498046875,4502.681640625,3730.0
2021-08-26,4505.0,4539.990234375,4450.0,4498.68994140625,4498.322265625,5672.0
2021-08-27,4568.0,4621.10986328125,4544.0,4578.830078125,4578.4560546875,11449.0
2021-08-28,4591.996744791666,4627.406575520833,4542.669921875,4575.113444010416,4574.739583333333,9790.333333333332
2021-08-29,4615.993489583333,4633.703287760416,4541.33984375,4571.396809895833,4571.023111979166,8131.666666666666
2021-08-30,4639.990234375,4640.0,4540.009765625,4567.68017578125,4567.306640625,6473.0
2021-08-31,4540.0,4540.0,4432.10009765625,4507.89990234375,4507.57080078125,3631.0
2021-09-01,4500.0,4530.0,4470.009765625,4491.830078125,4491.50244140625,4263.0
2021-09-02,4495.0,4525.47998046875,4455.0,4467.43994140625,4467.11376953125,4875.0
2021-09-03,4403.4501953125,4579.97998046875,4403.4501953125,4554.9501953125,4554.61767578125,6435.0
2021-09-04,4454.300130208333,4586.319986979166,4454.300130208333,4564.803385416666,4564.470377604166,4341.0
2021-09-05,4505.150065104166,4592.659993489583,4505.150065104166,4574.656575520833,4574.323079427083,2247.0
2021-09-06,4556.0,4599.0,4556.0,4584.509765625,4584.17578125,153.0
2021-09-07,4584.509765625,4584.509765625,4498.0,4521.0,4520.67041015625,3647.0
2021-09-08,4480.0,4480.0,4380.009765625,4446.080078125,4445.755859375,3620.0
2021-09-09,4450.0,4482.06005859375,4414.0,4424.10009765625,4423.77734375,13024.0
2021-09-10,4450.0,4489.990234375,4430.02001953125,4464.9599609375,4464.6337890625,2138.0
2021-09-11,4463.330078125,4520.790201822916,4400.0166015625,4441.17333984375,4440.84912109375,3120.6666666666665
2021-09-12,4476.66015625,4551.590169270833,4370.01318359375,4417.38671875,4417.064453125,4103.333333333333
2021-09-13,4489.990234375,4582.39013671875,4340.009765625,4393.60009765625,4393.27978515625,5086.0
2021-09-14,4420.0,4459.990234375,4408.0,4439.990234375,4439.666015625,1573.0
2021-09-15,4412.0,4443.9599609375,4375.0,4433.66015625,4433.3359375,2684.0
2021-09-16,4422.5,4438.47998046875,4372.014892578125,4417.465087890625,4417.142333984375,2931.5
2021-09-17,4433.0,4433.0,4369.02978515625,4401.27001953125,4400.94873046875,3179.0
2021-09-18,4388.666666666666,4388.666666666666,4302.6865234375,4345.42333984375,4345.10595703125,6747.666666666666
2021-09-19,4344.333333333333,4344.333333333333,4236.34326171875,4289.57666015625,4289.26318359375,10316.333333333332
2021-09-20,4300.0,4300.0,4170.0,4233.72998046875,4233.42041015625,13885.0
2021-09-21,4250.0,4304.43017578125,4215.009765625,4270.68994140625,4270.37890625,7397.0
2021-09-22,4280.0,4403.0,4280.0,4401.4501953125,4401.12890625,5480.0
2021-09-23,4403.0,4514.93994140625,4400.0,4507.330078125,4507.0009765625,9848.0
2021-09-24,4406.009765625,4444.0,4402.02001953125,4435.68994140625,4435.36572265625,4135.0
2021-09-25,4413.33984375,4438.666666666666,4368.0166015625,4409.963216145833,4409.641276041666,10405.0
2021-09-26,4420.669921875,4433.333333333333,4334.01318359375,4384.236490885416,4383.916829427083,16675.0
2021-09-27,4428.0,4428.0,4300.009765625,4358.509765625,4358.1923828125,22945.0
2021-09-28,4348.0,4348.0,4205.0,4217.83984375,4217.53271484375,20622.0
2021-09-29,4262.0,4295.0,4190.009765625,4214.18994140625,4213.8828125,2957.0
2021-09-30,4275.02978515625,4317.5,4260.0,4292.0,4291.6875,3235.0
2021-10-01,4270.0,4274.0,4141.0,4231.2998046875,4230.99072265625,5637.0
2021-10-02,4230.0,4237.756673177083,4101.0,4164.2431640625,4163.939208984375,7602.0
2021-10-03,4190.0,4201.513346354166,4061.0,4097.1865234375,4096.8876953125,9567.0
2021-10-04,4150.0,4165.27001953125,4021.0,4030.1298828125,4029.836181640625,11532.0
2021-10-05,4105.0,4240.0,4105.0,4209.8701171875,4209.56298828125,19318.0
2021-10-06,4190.0,4279.990234375,4190.0,4244.2001953125,4243.8896484375,15715.0
2021-10-07,4350.0,4397.97998046875,4334.0,4355.830078125,4355.5126953125,11412.0
2021-10-08,4378.0,4378.0,4300.009765625,4300.009765625,4299.69677734375,7792.0
2021-10-09,4343.669921875,4377.82666015625,4291.676432291666,4309.309895833333,4308.995930989583,7029.333333333332
2021-10-10,4309.33984375,4377.6533203125,4283.343098958333,4318.610026041666,4318.295084635416,6266.666666666666
2021-10-11,4275.009765625,4377.47998046875,4275.009765625,4327.91015625,4327.59423828125,5504.0
2021-10-12,4394.06005859375,4394.06005859375,4268.85009765625,4281.10009765625,4280.78759765625,2934.0
2021-10-13,4334.990234375,4338.64990234375,4284.7998046875,4300.0,4299.68701171875,1380.0
2021-10-14,4375.0,4461.0,4347.009765625,4460.83984375,4460.51513671875,11060.0
2021-10-15,4466.0400390625,4514.35986328125,4430.009765625,4446.14990234375,4445.82568359375,4400.0
2021-10-16,4453.029947916666,4521.906575520833,4429.009765625,4474.156575520833,4473.830403645833,12373.0
2021-10-17,4440.019856770833,4529.453287760416,4428.009765625,4502.163248697916,4501.835123697916,20346.0
2021-10-18,4427.009765625,4537.0,4427.009765625,4530.169921875,4529.83984375,28319.0
2021-10-19,4535.0,4544.97998046875,4468.0498046875,4510.0,4509.6708984375,2073.0
2021-10-20,4500.009765625,4515.0,4447.759765625,4451.0,4450.67578125,27989.0
2021-10-21,4477.0,4605.31982421875,4477.0,4600.0,4599.6640625,29167.0
